,path_or_url,file,line,text
300,/var,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/08-prometheus-exporter-disk-usage-ds.yaml,70,path: /var
301,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/12-kube-state-crb.yaml,1,apiVersion: rbac.authorization.k8s.io/v1
302,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/12-kube-state-crb.yaml,5,app.kubernetes.io/name: kube-state-metrics
303,/version,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/12-kube-state-crb.yaml,6,app.kubernetes.io/version: 2.1.0
304,/component,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/26-prometheus-node-exporter-svc.yaml,5,app.kubernetes.io/component: exporter
305,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/26-prometheus-node-exporter-svc.yaml,6,app.kubernetes.io/name: node-exporter
308,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/02-prometheus-cr.yaml,2,apiVersion: rbac.authorization.k8s.io/v1
309,/metrics,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/02-prometheus-cr.yaml,20,- nodes/metrics
310,/proxy,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/02-prometheus-cr.yaml,21,- nodes/proxy
312,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/14-kube-state-svc.yaml,5,app.kubernetes.io/name: kube-state-metrics
313,/version,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/14-kube-state-svc.yaml,6,app.kubernetes.io/version: 2.1.0
315,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/13-kube-state-dep.yaml,1,apiVersion: apps/v1
316,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/13-kube-state-dep.yaml,5,app.kubernetes.io/name: kube-state-metrics
317,/version,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/13-kube-state-dep.yaml,6,app.kubernetes.io/version: 2.1.0
321,/kube-state-metrics/kube-state-metrics,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/13-kube-state-dep.yaml,21,- image: k8s.gcr.io/kube-state-metrics/kube-state-metrics:v2.1.0
322,/healthz,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/13-kube-state-dep.yaml,24,path: /healthz
323,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/13-kube-state-dep.yaml,43,kubernetes.io/os: linux
324,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,1,apiVersion: apps/v1
325,/component,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,5,app.kubernetes.io/component: exporter
326,/name,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,6,app.kubernetes.io/name: node-exporter
331,/host/sys,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,23,- --path.sysfs=/host/sys
332,/host/root,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,24,- --path.rootfs=/host/root
333,/lib/docker/,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,27,- --collector.filesystem.ignored-mount-points=^/(dev|proc|sys|var/lib/docker/.+|var/lib/kubelet/pods/.+)($|/)
334,/lib/kubelet/pods/,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,27,- --collector.filesystem.ignored-mount-points=^/(dev|proc|sys|var/lib/docker/.+|var/lib/kubelet/pods/.+)($|/)
335,/prometheus/node-exporter,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,30,image: quay.io/prometheus/node-exporter:v1.1.2
338,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,55,kubernetes.io/os: linux
339,/sys,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-monitoring/25-prometheus-node-exporter-daemonset.yaml,64,path: /sys
340,https://helm.nginx.com/stable,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/requirements.yaml,4,repository: https://helm.nginx.com/stable
341,/dev/urandom,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,8,options: -Xms64m -Xmx128m -XX:PermSize=32m -XX:MaxPermSize=64m -XX:+UseG1GC -Djava.security.egd=file:/dev/urandom
342,/ingress,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,15,kubernetes.io/ingress.class: nginx
343,/carts,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,37,repo: weaveworksdemos/carts
344,/catalogue-db,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,50,repo: weaveworksdemos/catalogue-db
345,/catalogue,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,62,repo: weaveworksdemos/catalogue
346,/front-end,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,76,repo: weaveworksdemos/front-end
347,/load-test,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,90,repo: weaveworksdemos/load-test
348,/orders,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,117,repo: weaveworksdemos/orders
349,/payment,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,130,repo: weaveworksdemos/payment
350,/queue-master,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,144,repo: weaveworksdemos/queue-master
351,/shipping,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,183,repo: weaveworksdemos/shipping
352,/user-db,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,196,repo: weaveworksdemos/user-db
353,/user,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,208,repo: weaveworksdemos/user
354,/zipkin-dependencies,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,221,repo: openzipkin/zipkin-dependencies
355,/zipkin,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,233,repo: openzipkin/zipkin
356,/zipkin-mysql,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/values.yaml,247,repo: openzipkin/zipkin-mysql
357,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/zipkin-mysql-dep.yaml,2,apiVersion: apps/v1
358,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/zipkin-cron-dep.yaml,2,apiVersion: apps/v1
359,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-dep.yaml,2,apiVersion: apps/v1
360,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-dep.yaml,19,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
361,/user,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-dep.yaml,26,- /user
362,http://{{,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-dep.yaml,40,value: http://{{ .Values.zipkin.url }}:9411/api/v1/spans
363,/api/v1/spans,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-dep.yaml,40,value: http://{{ .Values.zipkin.url }}:9411/api/v1/spans
364,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-dep.yaml,55,path: /health
366,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-db-dep.yaml,2,apiVersion: apps/v1
367,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/rabbitmq-dep.yaml,2,apiVersion: apps/v1
368,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/ingress.yaml,1,apiVersion: networking.k8s.io/v1
369,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/queue-master-dep.yaml,2,apiVersion: apps/v1
370,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/queue-master-dep.yaml,19,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
371,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/queue-master-dep.yaml,38,path: /health
373,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/shipping-dep.yaml,2,apiVersion: apps/v1
374,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/shipping-dep.yaml,19,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
375,/usr/local/bin/java,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/shipping-dep.yaml,26,- /usr/local/bin/java.sh
376,/app,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/shipping-dep.yaml,28,- ./app.jar
377,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/shipping-dep.yaml,53,- mountPath: /tmp
378,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/shipping-dep.yaml,57,path: /health
380,/path,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/queue-master-svc.yaml,9,"prometheus.io/path: ""/prometheus"""
381,/prometheus,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/queue-master-svc.yaml,9,"prometheus.io/path: ""/prometheus"""
382,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/zipkin-dep.yaml,2,apiVersion: apps/v1
383,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-dep.yaml,2,apiVersion: apps/v1
384,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-dep.yaml,19,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
385,/app,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-dep.yaml,25,"command: [""/app""]"
386,/socksdb,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-dep.yaml,28,- -DSN=catalogue_user:default_password@tcp(catalogue-db.{{ .Release.Namespace }}.svc.cluster.local:3306)/socksdb
387,http://{{,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-dep.yaml,32,value: http://{{ .Values.zipkin.url }}:9411/api/v1/spans
388,/api/v1/spans,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-dep.yaml,32,value: http://{{ .Values.zipkin.url }}:9411/api/v1/spans
389,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/catalogue-dep.yaml,51,path: /health
391,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/session-db-dep.yaml,2,apiVersion: apps/v1
392,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-db-dep.yaml,2,apiVersion: apps/v1
393,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/user-db-dep.yaml,36,- mountPath: /tmp
394,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-db-dep.yaml,2,apiVersion: apps/v1
395,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-db-dep.yaml,36,- mountPath: /tmp
396,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/front-end-dep.yaml,2,apiVersion: apps/v1
397,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/front-end-dep.yaml,17,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
398,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-dep.yaml,2,apiVersion: apps/v1
399,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-dep.yaml,19,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
400,/usr/local/bin/java,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-dep.yaml,26,- /usr/local/bin/java.sh
401,/app,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-dep.yaml,28,- ./app.jar
402,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-dep.yaml,53,- mountPath: /tmp
403,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/orders-dep.yaml,57,path: /health
405,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/payment-dep.yaml,2,apiVersion: apps/v1
406,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/payment-dep.yaml,19,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
407,/app,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/payment-dep.yaml,26,- /app
408,http://{{,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/payment-dep.yaml,35,value: http://{{ .Values.zipkin.url }}:9411/api/v1/spans
409,/api/v1/spans,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/payment-dep.yaml,35,value: http://{{ .Values.zipkin.url }}:9411/api/v1/spans
410,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/payment-dep.yaml,50,path: /health
412,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/cart-db-dep.yaml,2,apiVersion: apps/v1
413,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/cart-db-dep.yaml,36,- mountPath: /tmp
414,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/carts-dep.yaml,2,apiVersion: apps/v1
415,/rewriteAppHTTPProbers,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/carts-dep.yaml,19,"sidecar.istio.io/rewriteAppHTTPProbers: ""true"""
416,/usr/local/bin/java,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/carts-dep.yaml,24,- /usr/local/bin/java.sh
417,/app,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/carts-dep.yaml,26,- ./app.jar
418,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/carts-dep.yaml,53,- mountPath: /tmp
419,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/carts-dep.yaml,57,path: /health
421,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/loadtest-dep.yaml,2,apiVersion: apps/v1
422,/bin/sh,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/loadtest-dep.yaml,21,"command: [""/bin/sh""]"
423,/config/locustfile,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/helm-chart/templates/loadtest-dep.yaml,22,"args: [""-c"", ""while true; do locust --host http://front-end.sock-shop.svc.cluster.local -f /config/locustfile.py --clients 5 --hatch-rate 5 --num-request 100 --no-web; done""]"
424,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-frontend-access.yaml,2,apiVersion: networking.k8s.io/v1
425,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-catalogue-access.yaml,2,apiVersion: networking.k8s.io/v1
426,/network-policy,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-default-deny.yaml,7,net.beta.kubernetes.io/network-policy: |
427,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-orders-access.yaml,2,apiVersion: networking.k8s.io/v1
428,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-shipping-access.yaml,2,apiVersion: networking.k8s.io/v1
429,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-user-db-access.yaml,2,apiVersion: networking.k8s.io/v1
430,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-orders-db-access.yaml,2,apiVersion: networking.k8s.io/v1
431,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-cortex-access.yaml,2,apiVersion: networking.k8s.io/v1
432,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-catalogue-db-access.yaml,2,apiVersion: networking.k8s.io/v1
433,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-user-access.yaml,2,apiVersion: networking.k8s.io/v1
434,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-rabbitmq-access.yaml,2,apiVersion: networking.k8s.io/v1
435,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-payment-access.yaml,2,apiVersion: networking.k8s.io/v1
436,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-cart-db-access.yaml,2,apiVersion: networking.k8s.io/v1
437,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-policy/netpol-cart-access.yaml,2,apiVersion: networking.k8s.io/v1
438,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-loadtest/loadtest-dep.yaml,7,apiVersion: apps/v1
439,/load-test,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-loadtest/loadtest-dep.yaml,26,image: weaveworksdemos/load-test:0.1.1
440,/bin/sh,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-loadtest/loadtest-dep.yaml,27,"command: [""/bin/sh""]"
441,/config/locustfile,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-loadtest/loadtest-dep.yaml,28,"args: [""-c"", ""while true; do locust --host http://front-end.sock-shop.svc.cluster.local -f /config/locustfile.py --clients 5 --hatch-rate 5 --num-request 100 --no-web; done""]"
442,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-loadtest/loadtest-dep.yaml,30,beta.kubernetes.io/os: linux
443,https://hooks.slack.com/services/API_URL_SECRET,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-configmap.yaml,8,slack_api_url: https://hooks.slack.com/services/API_URL_SECRET
445,/etc/alertmanager/config,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-configmap.yaml,30,"sed -i -e s,API_URL_SECRET,""$SLACK_HOOK_URL"",g /etc/alertmanager/config.yml"
446,/bin/alertmanager,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-configmap.yaml,31,exec /bin/alertmanager $*
447,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-svc.yaml,5,prometheus.io/scrape: 'true'
448,/path,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-svc.yaml,6,prometheus.io/path: '/alertmanager/metrics'
449,/alertmanager/metrics,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-svc.yaml,6,prometheus.io/path: '/alertmanager/metrics'
450,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-dep.yaml,1,apiVersion: apps/v1
451,/alertmanager,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-dep.yaml,18,image: prom/alertmanager:latest
452,/bin/sh,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-dep.yaml,25,"command: ['/bin/sh', '/etc/alertmanager/configure_secret.sh']"
453,/etc/alertmanager/configure_secret,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-dep.yaml,25,"command: ['/bin/sh', '/etc/alertmanager/configure_secret.sh']"
454,/etc/alertmanager/config,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-dep.yaml,27,- '-config.file=/etc/alertmanager/config.yml'
456,/etc/alertmanager,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-dep.yaml,34,mountPath: /etc/alertmanager
457,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests-alerting/alertmanager-dep.yaml,40,beta.kubernetes.io/os: linux
458,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/07-catalogue-db-dep.yaml,2,apiVersion: apps/v1
459,/catalogue-db,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/07-catalogue-db-dep.yaml,21,image: weaveworksdemos/catalogue-db:0.3.0
460,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/07-catalogue-db-dep.yaml,31,beta.kubernetes.io/os: linux
461,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/01-carts-dep.yaml,2,apiVersion: apps/v1
462,/carts,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/01-carts-dep.yaml,21,image: weaveworksdemos/carts:0.4.8
463,/dev/urandom,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/01-carts-dep.yaml,24,value: -Xms64m -Xmx128m -XX:+UseG1GC -Djava.security.egd=file:/dev/urandom -Dspring.zipkin.enabled=false
464,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/01-carts-dep.yaml,44,- mountPath: /tmp
465,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/01-carts-dep.yaml,51,beta.kubernetes.io/os: linux
466,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/17-queue-master-dep.yaml,2,apiVersion: apps/v1
467,/queue-master,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/17-queue-master-dep.yaml,21,image: weaveworksdemos/queue-master:0.3.1
468,/dev/urandom,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/17-queue-master-dep.yaml,24,value: -Xms64m -Xmx128m -XX:+UseG1GC -Djava.security.egd=file:/dev/urandom -Dspring.zipkin.enabled=false
469,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/17-queue-master-dep.yaml,35,beta.kubernetes.io/os: linux
470,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/20-rabbitmq-svc.yaml,7,prometheus.io/scrape: 'true'
471,/port,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/20-rabbitmq-svc.yaml,8,prometheus.io/port: '9090'
472,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/23-shipping-dep.yaml,2,apiVersion: apps/v1
473,/shipping,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/23-shipping-dep.yaml,21,image: weaveworksdemos/shipping:0.4.8
474,/dev/urandom,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/23-shipping-dep.yaml,26,value: -Xms64m -Xmx128m -XX:+UseG1GC -Djava.security.egd=file:/dev/urandom -Dspring.zipkin.enabled=false
475,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/23-shipping-dep.yaml,46,- mountPath: /tmp
476,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/23-shipping-dep.yaml,53,beta.kubernetes.io/os: linux
477,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/25-user-dep.yaml,2,apiVersion: apps/v1
478,/user,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/25-user-dep.yaml,21,image: weaveworksdemos/user:0.4.7
479,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/25-user-dep.yaml,45,path: /health
481,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/25-user-dep.yaml,56,beta.kubernetes.io/os: linux
482,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/26-user-svc.yaml,7,prometheus.io/scrape: 'true'
483,/scrape,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/02-carts-svc.yml,7,prometheus.io/scrape: 'true'
484,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/11-orders-dep.yaml,2,apiVersion: apps/v1
485,/orders,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/11-orders-dep.yaml,21,image: weaveworksdemos/orders:0.4.7
486,/dev/urandom,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/11-orders-dep.yaml,24,value: -Xms64m -Xmx128m -XX:+UseG1GC -Djava.security.egd=file:/dev/urandom -Dspring.zipkin.enabled=false
487,/tmp,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/11-orders-dep.yaml,44,- mountPath: /tmp
488,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/11-orders-dep.yaml,51,beta.kubernetes.io/os: linux
489,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/15-payment-dep.yaml,2,apiVersion: apps/v1
490,/payment,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/15-payment-dep.yaml,21,image: weaveworksdemos/payment:0.4.3
491,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/15-payment-dep.yaml,42,path: /health
493,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/15-payment-dep.yaml,53,beta.kubernetes.io/os: linux
494,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/05-catalogue-dep.yaml,2,apiVersion: apps/v1
495,/catalogue,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/05-catalogue-dep.yaml,21,image: weaveworksdemos/catalogue:0.3.5
496,/app,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/05-catalogue-dep.yaml,22,"command: [""/app""]"
497,/health,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/05-catalogue-dep.yaml,45,path: /health
499,/os,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/05-catalogue-dep.yaml,56,beta.kubernetes.io/os: linux
500,/v1,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/09-front-end-dep.yaml,2,apiVersion: apps/v1
501,/front-end,/mnt/data/sock-shop/microservices-demo/deploy/kubernetes/manifests/09-front-end-dep.yaml,19,image: weaveworksdemos/front-end:0.3.12
